customer_email,total_amount,status,created_at,product_skus
mekhala.bawa7@example.com,18999.0,pending,2026-02-11,TN-MON-001
viraj.barad239@example.com,1358.45,paid,2026-02-11,TN-STAND-001
lakshmi.chacko154@example.com,18049.05,paid,2026-02-11,TN-MON-001
eta.chakraborty123@example.com,18999.0,paid,2026-02-11,TN-MON-001
hamsini.rao198@example.com,20998.0,paid,2026-02-11,TN-MON-001;TN-CAM-001
meera.bajaj159@example.com,3499.0,paid,2026-02-12,TN-KB-001
george.madan229@example.com,970.82,cancelled,2026-02-12,TN-MAT-001
eshana.tiwari99@example.com,2208.3,paid,2026-02-12,TN-STAND-001
bhavna.sood436@example.com,8996.4,pending,2026-02-12,TN-CTRL-001;TN-HEADSET-001;TN-CAM-001
osha.patil253@example.com,3798.1,paid,2026-02-12,TN-CAM-001
henry.bora297@example.com,1227.11,paid,2026-02-12,TN-STAND-001
kiaan.jayaraman395@example.com,1999.0,paid,2026-02-12,TN-CAM-001
leela.swaminathan342@example.com,3498.0,paid,2026-02-13,TN-MOUSE-001;TN-CAM-001
shravya.char398@example.com,4999.0,paid,2026-02-13,TN-SSD-001
chameli.aggarwal285@example.com,6798.0,pending,2026-02-13,TN-LIGHT-001;TN-SSD-001
reva.kota305@example.com,2999.0,failed,2026-02-13,TN-HEADSET-001
vincent.tara453@example.com,1576.59,paid,2026-02-13,TN-MOUSE-001
imaran.edwin131@example.com,1282.82,failed,2026-02-13,TN-COOL-001
raghav.pradhan11@example.com,939.64,paid,2026-02-13,TN-MAT-001
dominic.som171@example.com,1505.35,paid,2026-02-14,PROMO-GIFTSET-01
vasudha.shah487@example.com,6998.0,paid,2026-02-14,TN-SSD-001;TN-CAM-001
ucchal.shukla182@example.com,949.82,refunded,2026-02-14,TN-MAT-001
chandresh.golla132@example.com,4897.0,paid,2026-02-14,TN-STAND-001;TN-CAM-001;TN-HUB-001
kashvi.narula269@example.com,2999.0,paid,2026-02-14,TN-HEADSET-001
imaran.edwin131@example.com,11426.4,paid,2026-02-14,TN-MOUSE-001;TN-COOL-001;TN-SSD-001
charvi.date343@example.com,1583.26,paid,2026-02-14,TN-MOUSE-001
zayan.sani288@example.com,5698.1,paid,2026-02-14,TN-HEADSET-001
panini.prabhakar251@example.com,3598.0,paid,2026-02-14,TN-CAM-001;TN-HUB-001
laksh.sani34@example.com,1519.05,paid,2026-02-14,TN-HUB-001
qadim.agrawal91@example.com,18049.05,paid,2026-02-14,TN-MON-001
aachal.thakkar372@example.com,1799.0,failed,2026-02-14,TN-LIGHT-001
aarini.ravel480@example.com,1489.48,paid,2026-02-14,TN-MOUSE-001
samesh.kashyap173@example.com,3198.0,paid,2026-02-14,TN-HUB-001
idika.bhagat143@example.com,968.29,pending,2026-02-14,TN-MAT-001
matthew.rana0@example.com,1599.0,paid,2026-02-15,TN-HUB-001
wridesh.sangha105@example.com,889.21,paid,2026-02-15,TN-MAT-001
kashvi.sangha207@example.com,7797.0,cancelled,2026-02-15,TN-SSD-001;TN-STAND-001;TN-MOUSE-001
nitara.rajagopal224@example.com,1596.73,refunded,2026-02-16,TN-MOUSE-001
chanchal.chand60@example.com,1378.54,cancelled,2026-02-16,TN-STAND-001
girish.swamy450@example.com,7498.0,cancelled,2026-02-16,TN-SSD-001;TN-CTRL-001
lipika.iyengar74@example.com,7998.0,paid,2026-02-16,TN-HEADSET-001;TN-SSD-001
tristan.bhavsar127@example.com,1561.68,failed,2026-02-16,TN-MOUSE-001
bakhshi.shetty280@example.com,2549.15,paid,2026-02-16,TN-HEADSET-001
reyansh.kohli220@example.com,5098.3,cancelled,2026-02-17,TN-KB-001;TN-CTRL-001
meera.chawla44@example.com,2198.0,paid,2026-02-17,TN-MAT-001;TN-STAND-001
hitesh.virk393@example.com,4407.3,failed,2026-02-17,TN-COOL-001;TN-CTRL-001
neelima.chad77@example.com,18049.05,paid,2026-02-17,TN-MON-001
yatin.balakrishnan247@example.com,943.26,cancelled,2026-02-17,TN-MAT-001
alka.magar119@example.com,20198.0,paid,2026-02-17,TN-COOL-001;TN-MON-001
ijaya.narain462@example.com,2803.3,pending,2026-02-18,TN-STAND-001;TN-CAM-001
eta.chakraborty123@example.com,1359.15,paid,2026-02-18,TN-HUB-001
odika.iyengar407@example.com,2374.05,paid,2026-02-18,TN-CTRL-001
dayita.sehgal26@example.com,21597.3,paid,2026-02-18,TN-CAM-001;TN-HEADSET-001;TN-MON-001
aarna.jaggi223@example.com,4048.2,pending,2026-02-18,TN-HEADSET-001;TN-MOUSE-001
eshana.dyal296@example.com,1570.71,refunded,2026-02-19,TN-MOUSE-001
garima.kumar177@example.com,7287.3,paid,2026-02-19,TN-STAND-001;TN-LIGHT-001;TN-SSD-001
benjamin.deol166@example.com,5608.3,pending,2026-02-19,TN-HUB-001;TN-SSD-001
urmi.lad67@example.com,3497.0,paid,2026-02-19,TN-MAT-001;TN-STAND-001
ikbal.tandon259@example.com,1999.0,paid,2026-02-19,TN-CAM-001
jagvi.sethi379@example.com,937.16,paid,2026-02-19,TN-MAT-001
gabriel.randhawa76@example.com,4498.0,paid,2026-02-19,TN-CAM-001;TN-CTRL-001
hamsini.bhatia226@example.com,2468.1,paid,2026-02-19,TN-STAND-001
dev.bhasin12@example.com,5757.3,cancelled,2026-02-20,TN-CTRL-001;TN-MAT-001;TN-HEADSET-001
kiaan.arora178@example.com,1228.96,paid,2026-02-20,TN-STAND-001
udant.sundaram260@example.com,2999.0,paid,2026-02-20,TN-HEADSET-001
michael36@example.net,4499.1,paid,2026-02-20,TN-SSD-001
pranav.saraf75@example.com,3513.1,paid,2026-02-20,TN-CTRL-001;TN-COOL-001
frado.raj146@example.com,5577.3,pending,2026-02-20,TN-COOL-001;TN-CTRL-001
ikbal.tandon259@example.com,2499.0,paid,2026-02-20,TN-CTRL-001
pahal.kuruvilla121@example.com,6998.0,pending,2026-02-21,TN-KB-001
nidra.grewal404@example.com,2898.0,paid,2026-02-21,TN-CAM-001;TN-MAT-001
vrinda.sama21@example.com,1519.05,refunded,2026-02-21,TN-HUB-001
zashil91@example.net,2898.0,refunded,2026-02-21,TN-HUB-001;TN-STAND-001
elijah.wason1@example.com,19348.2,cancelled,2026-02-21,TN-MON-001;TN-CTRL-001
samar.balay324@example.com,5757.3,paid,2026-02-21,TN-KB-001;TN-STAND-001;TN-HUB-001
benjamin.ratta348@example.com,1228.07,paid,2026-02-21,TN-COOL-001
imaran.edwin131@example.com,36447.3,paid,2026-02-22,TN-CTRL-001;TN-MON-001
warinder.narang291@example.com,3658.43,refunded,2026-02-22,OLD-BUNDLE-2024
yauvani.patla389@example.com,1868.3,pending,2026-02-22,TN-STAND-001;TN-MAT-001
dev.nori282@example.com,1529.15,paid,2026-02-22,TN-LIGHT-001
victor.goda384@example.com,2499.0,paid,2026-02-22,TN-CTRL-001
saumya.kothari235@example.com,1517.54,paid,2026-02-22,TN-MOUSE-001
yauvani.hora293@example.com,4197.0,paid,2026-02-22,TN-LIGHT-001;TN-MAT-001;TN-MOUSE-001
sanya.shanker358@example.com,1329.08,pending,2026-02-22,TN-STAND-001
tara.varughese88@example.com,2498.0,cancelled,2026-02-22,TN-COOL-001;TN-STAND-001
kashvi.narula269@example.com,2999.0,paid,2026-02-22,TN-HEADSET-001
warda.doctor162@example.com,2698.0,pending,2026-02-22,TN-MAT-001;TN-LIGHT-001
panini.prabhakar251@example.com,3228.1,pending,2026-02-23,TN-HUB-001;TN-LIGHT-001
nathan.aggarwal193@example.com,2699.1,paid,2026-02-23,TN-HEADSET-001
chaman.varty385@example.com,2698.0,paid,2026-02-23,TN-COOL-001;TN-MOUSE-001
jonathan.wali461@example.com,1356.72,paid,2026-02-23,TN-MOUSE-001
ebhardwaj@example.com,3198.0,paid,2026-02-23,TN-COOL-001;TN-CAM-001
kashvi.narula269@example.com,4298.0,paid,2026-02-23,TN-HEADSET-001;TN-STAND-001
ekapad.chander24@example.com,1529.15,cancelled,2026-02-23,TN-LIGHT-001
warhi.iyer256@example.com,4749.05,paid,2026-02-23,TN-SSD-001
pallavi.lal439@example.com,4138.2,failed,2026-02-23,TN-HUB-001;TN-HEADSET-001
xavier.sani481@example.com,4499.1,paid,2026-02-24,TN-SSD-001
idika.singh445@example.com,6498.0,cancelled,2026-02-24,TN-MOUSE-001;TN-SSD-001
vanya.yohannan410@example.com,11245.5,paid,2026-02-24,TN-CTRL-001;TN-KB-001;TN-MOUSE-001
garima.agarwal197@example.com,1510.57,paid,2026-02-24,TN-MOUSE-001
varenya.mani175@example.com,18049.05,paid,2026-02-24,TN-MON-001
lipika.lal243@example.com,1577.88,paid,2026-02-24,TN-MOUSE-001
yoshita.soman138@example.com,961.38,cancelled,2026-02-24,TN-MAT-001
harsh.karan70@example.com,4558.1,paid,2026-02-24,TN-HEADSET-001;TN-LIGHT-001
triveni.mallick245@example.com,2468.1,cancelled,2026-02-25,TN-STAND-001
chandran.datta211@example.com,1506.3,paid,2026-02-25,TN-MOUSE-001
arya.thakkar155@example.com,4499.1,paid,2026-02-25,TN-SSD-001
fariq.gandhi266@example.com,8546.2,paid,2026-02-25,TN-MOUSE-001;TN-HEADSET-001
adya.sangha459@example.com,18178.2,paid,2026-02-25,TN-MON-001;TN-COOL-001
triveni.gaba336@example.com,1281.8,paid,2026-02-25,TN-COOL-001
aarnav.pant392@example.com,6198.0,cancelled,2026-02-26,TN-COOL-001;TN-SSD-001
zayan.kamdar491@example.com,1349.6,paid,2026-02-26,TN-STAND-001
arya.thakkar155@example.com,1319.03,paid,2026-02-26,TN-STAND-001
vrishti.lalla169@example.com,2608.2,paid,2026-02-26,TN-HUB-001;TN-STAND-001
sarthak.rai273@example.com,12066.6,pending,2026-02-26,TN-HEADSET-001;TN-SSD-001;TN-COOL-001
balveer.agarwal238@example.com,2849.05,cancelled,2026-02-26,TN-HEADSET-001
elijah.raman234@example.com,980.27,refunded,2026-02-26,TN-MAT-001
watika.buch32@example.com,403.88,paid,2026-02-27,OLD-BUNDLE-2024
hamsini.rao198@example.com,2499.0,paid,2026-02-27,TN-CTRL-001
nathaniel.narain420@example.com,3297.0,paid,2026-02-27,TN-MAT-001;TN-COOL-001
rishi.borde315@example.com,6896.0,paid,2026-02-27,TN-CTRL-001;TN-CAM-001;TN-COOL-001
jasmit.bhardwaj2@example.com,5497.0,paid,2026-02-27,TN-HEADSET-001;TN-MAT-001;TN-HUB-001
warhi.iyer256@example.com,3098.0,paid,2026-02-28,TN-MOUSE-001;TN-HUB-001
aarav.anne244@example.com,2699.1,paid,2026-02-28,TN-HEADSET-001
riya.mutti104@example.com,5317.15,paid,2026-02-28,TN-MAT-001;TN-KB-001;TN-COOL-001
praneel.bajaj356@example.com,4747.15,refunded,2026-02-28,TN-MAT-001;TN-CTRL-001;TN-HUB-001
mohammed.ramachandran161@example.com,12346.2,paid,2026-02-28,TN-KB-001;TN-HEADSET-001
pranav.saraf75@example.com,18999.0,pending,2026-02-28,TN-MON-001
vaishnavi.dutt396@example.com,6297.0,paid,2026-02-28,TN-MOUSE-001;TN-HEADSET-001;TN-LIGHT-001
kai.bassi130@example.com,2999.0,paid,2026-03-01,TN-HEADSET-001
lipika.iyengar74@example.com,1599.0,pending,2026-03-01,TN-HUB-001
ronith.raman332@example.com,1588.57,paid,2026-03-01,TN-MOUSE-001
sathvik.lall373@example.com,1708.1,pending,2026-03-02,TN-MAT-001
ayaan.krishnamurthy84@example.com,1569.08,paid,2026-03-02,OLD-BUNDLE-2024
benjamin.devi430@example.com,1529.15,paid,2026-03-02,TN-LIGHT-001
januja.iyengar432@example.com,19898.0,cancelled,2026-03-02,TN-MON-001;TN-MAT-001
balveer.agarwal238@example.com,1207.68,pending,2026-03-02,TN-COOL-001
gautami.lall415@example.com,6597.0,paid,2026-03-02,TN-CAM-001;TN-HUB-001;TN-HEADSET-001
maya.ramakrishnan201@example.com,3608.1,paid,2026-03-03,TN-CTRL-001;TN-STAND-001
ishita34@example.com,6597.0,paid,2026-03-03,TN-MOUSE-001;TN-KB-001;TN-HUB-001
yuvraj.thaman156@example.com,3398.0,paid,2026-03-03,TN-LIGHT-001;TN-HUB-001
banjeet.de363@example.com,4498.2,paid,2026-03-03,TN-CTRL-001
rachana.muni231@example.com,4297.0,paid,2026-03-04,TN-COOL-001;TN-STAND-001;TN-LIGHT-001
nathaniel.kota294@example.com,3598.0,paid,2026-03-04,TN-LIGHT-001
viraj.barad239@example.com,26997.0,paid,2026-03-04,TN-MON-001;TN-SSD-001;TN-HEADSET-001
falak.gulati470@example.com,2088.1,cancelled,2026-03-04,TN-STAND-001;TN-MAT-001
pahal.kuruvilla121@example.com,18999.0,paid,2026-03-04,TN-MON-001
panini.prabhakar251@example.com,7311.2,pending,2026-03-04,TN-COOL-001;TN-MOUSE-001;TN-CTRL-001
udarsh.sachdev394@example.com,39297.0,pending,2026-03-05,TN-MON-001;TN-STAND-001
libni.palan27@example.com,3957.3,refunded,2026-03-05,TN-CAM-001;TN-COOL-001
ekalinga.joshi46@example.com,8596.0,refunded,2026-03-05,TN-LIGHT-001;TN-HEADSET-001;TN-CAM-001
viraj.barad239@example.com,1371.99,paid,2026-03-05,TN-STAND-001
nathan.aggarwal193@example.com,1599.0,paid,2026-03-05,TN-HUB-001
devansh.mital409@example.com,1709.05,paid,2026-03-05,TN-LIGHT-001
david.kurian281@example.com,3499.0,paid,2026-03-05,TN-KB-001
manbir.mittal473@example.com,8597.0,paid,2026-03-05,TN-LIGHT-001;TN-SSD-001
ronith.nazareth71@example.com,5398.2,paid,2026-03-05,TN-HEADSET-001
qarin.ramanathan497@example.com,2998.0,paid,2026-03-05,TN-MOUSE-001
wridesh.sangha105@example.com,1599.0,paid,2026-03-06,TN-HUB-001
harrison.rana326@example.com,40997.0,paid,2026-03-06,TN-HEADSET-001;TN-MON-001
eshana.tiwari99@example.com,1556.44,paid,2026-03-06,TN-MOUSE-001
jyoti.dhingra382@example.com,2999.0,paid,2026-03-06,TN-HEADSET-001
yashica.kota101@example.com,2999.0,failed,2026-03-06,TN-HEADSET-001
aarna.jaggi223@example.com,4998.0,paid,2026-03-06,TN-HEADSET-001;TN-CAM-001
vasudha.murty344@example.com,1392.5,paid,2026-03-06,TN-STAND-001
kala.nagar41@example.com,1599.0,pending,2026-03-07,TN-HUB-001
shivani.murthy265@example.com,3071.53,paid,2026-03-07,OLD-BUNDLE-2024
ekalinga.dave360@example.com,4273.1,cancelled,2026-03-07,TN-CTRL-001;TN-CAM-001
pahal.kuruvilla121@example.com,5938.2,pending,2026-03-07,TN-SSD-001;TN-HUB-001
hemal.sen18@example.com,4298.0,refunded,2026-03-07,TN-STAND-001;TN-HEADSET-001
nitesh.oommen20@example.com,3499.0,cancelled,2026-03-07,TN-KB-001
henry.puri167@example.com,4999.0,paid,2026-03-08,TN-SSD-001
zarna.peri61@example.com,4767.3,cancelled,2026-03-08,TN-CTRL-001;TN-MOUSE-001;TN-STAND-001
yashoda.mammen190@example.com,3598.0,pending,2026-03-09,TN-HUB-001;TN-CAM-001
hemangini.chad73@example.com,5996.0,paid,2026-03-09,TN-HEADSET-001;TN-MAT-001;TN-COOL-001
krisha.ganguly377@example.com,1599.0,paid,2026-03-09,TN-HUB-001
urmi.lad67@example.com,966.75,cancelled,2026-03-09,TN-MAT-001
wridesh.sangha105@example.com,966.54,paid,2026-03-09,TN-MAT-001
yamini.bir255@example.com,3499.0,paid,2026-03-09,TN-KB-001
ayaan.krishnamurthy84@example.com,8498.3,pending,2026-03-09,TN-SSD-001
shravya.char398@example.com,2999.0,paid,2026-03-09,TN-HEADSET-001
dev.bhasin12@example.com,2249.1,paid,2026-03-09,TN-CTRL-001
mason.koshy350@example.com,4999.0,paid,2026-03-10,TN-SSD-001
zehaan.devan108@example.com,1999.0,pending,2026-03-10,TN-CAM-001
urvi.palla80@example.com,6597.0,refunded,2026-03-10,TN-HUB-001;TN-MOUSE-001;TN-KB-001
urvi.palla80@example.com,5608.3,paid,2026-03-10,TN-SSD-001;TN-HUB-001
vrishti.cherian490@example.com,1439.1,pending,2026-03-10,TN-HUB-001
oviya.tara299@example.com,7997.0,pending,2026-03-10,TN-CTRL-001;TN-HEADSET-001
harinakshi.sama112@example.com,4997.0,pending,2026-03-11,TN-CAM-001;TN-MOUSE-001
karan.bail81@example.com,1370.44,pending,2026-03-11,TN-STAND-001
aayush.pall449@example.com,2499.0,paid,2026-03-11,TN-CTRL-001
rohan.rajagopalan472@example.com,862.26,cancelled,2026-03-11,TN-MAT-001
fariq.gandhi266@example.com,1519.05,paid,2026-03-11,TN-HUB-001
akshay.kohli397@example.com,8097.0,paid,2026-03-11,TN-HUB-001;TN-HEADSET-001;TN-KB-001
falan.chana188@example.com,6567.3,cancelled,2026-03-11,TN-HEADSET-001;TN-CTRL-001;TN-LIGHT-001
damyanti.sahni329@example.com,18049.05,paid,2026-03-11,TN-MON-001
ebhardwaj@example.com,4998.0,refunded,2026-03-11,TN-CTRL-001
ekalinga.dave360@example.com,6198.0,failed,2026-03-11,TN-SSD-001;TN-COOL-001
bahadurjit.banerjee435@example.com,3598.0,paid,2026-03-12,TN-LIGHT-001
rayaan.goyal267@example.com,1799.0,failed,2026-03-12,TN-LIGHT-001
urvashi.goswami347@example.com,4498.0,paid,2026-03-12,TN-CAM-001;TN-CTRL-001
gavin.lalla157@example.com,1619.1,paid,2026-03-12,TN-LIGHT-001
hitesh.bhandari95@example.com,18999.0,paid,2026-03-12,TN-MON-001
adya.sangha459@example.com,990.59,refunded,2026-03-12,TN-MAT-001
bakhshi.shetty280@example.com,3298.0,paid,2026-03-12,TN-MOUSE-001;TN-LIGHT-001
fbhandari@example.net,3968.31,paid,2026-03-13,OLD-BUNDLE-2024
yoshita.soman138@example.com,4999.0,failed,2026-03-13,TN-SSD-001
yatan.keer306@example.com,1599.0,refunded,2026-03-13,TN-HUB-001
warda.palan451@example.com,2098.0,paid,2026-03-13,TN-MAT-001;TN-COOL-001
veda.muni55@example.com,2849.05,paid,2026-03-13,TN-HEADSET-001
bahadurjit.kant387@example.com,2398.0,paid,2026-03-13,TN-MOUSE-001;TN-MAT-001
shravya.naik463@example.com,2699.1,paid,2026-03-13,TN-HEADSET-001
oni.kibe485@example.com,5498.0,paid,2026-03-14,TN-HEADSET-001;TN-CTRL-001
dipta.shroff14@example.com,7598.1,paid,2026-03-14,TN-SSD-001;TN-HEADSET-001
elijah.dalal19@example.com,23082.15,pending,2026-03-14,TN-KB-001;TN-MON-001;TN-LIGHT-001
janya.kashyap191@example.com,8167.15,refunded,2026-03-14,TN-SSD-001;TN-LIGHT-001
rachana.muni231@example.com,8998.2,paid,2026-03-14,TN-SSD-001
vincent.barad414@example.com,2498.0,paid,2026-03-14,TN-HUB-001;TN-MAT-001
ishani.kapoor62@example.com,1279.92,cancelled,2026-03-14,TN-COOL-001
panini.prabhakar251@example.com,4999.0,paid,2026-03-14,TN-SSD-001
nathaniel.bhardwaj405@example.com,4749.05,paid,2026-03-14,TN-SSD-001
henry.puri167@example.com,3499.0,paid,2026-03-15,TN-KB-001
dayita.munshi386@example.com,690.14,cancelled,2026-03-15,PROMO-GIFTSET-01
anika.rout328@example.com,2999.0,paid,2026-03-15,TN-HEADSET-001
pranit.kohli16@example.com,5998.0,paid,2026-03-15,TN-HEADSET-001
mekhala.bawa7@example.com,4748.1,paid,2026-03-15,TN-HEADSET-001;TN-CAM-001
jalsa.sangha202@example.com,1899.05,paid,2026-03-15,TN-CAM-001
ikbal.tandon259@example.com,1255.83,paid,2026-03-16,TN-COOL-001
maanav.bassi163@example.com,5888.1,pending,2026-03-16,TN-COOL-001;TN-SSD-001
oni.kibe485@example.com,1257.3,paid,2026-03-16,TN-COOL-001
yashvi.bahl90@example.com,974.61,paid,2026-03-16,TN-MAT-001
rushil.brahmbhatt176@example.com,2198.0,paid,2026-03-16,TN-MAT-001;TN-STAND-001
chaitanya.jani320@example.com,1176.65,paid,2026-03-17,TN-COOL-001
frado.joshi298@example.com,18178.2,paid,2026-03-17,TN-MON-001;TN-COOL-001
yahvi.soni442@example.com,2999.0,paid,2026-03-17,TN-HEADSET-001
imaran.edwin131@example.com,4798.0,paid,2026-03-17,TN-STAND-001;TN-KB-001
zaid.sandal354@example.com,1374.23,cancelled,2026-03-17,TN-STAND-001
rohan.arora199@example.com,1799.0,paid,2026-03-17,TN-LIGHT-001
idika.singh445@example.com,2699.1,paid,2026-03-17,TN-HEADSET-001
matthew.rana0@example.com,1576.63,paid,2026-03-17,TN-MOUSE-001
bahadurjit.kant387@example.com,3597.3,paid,2026-03-18,TN-COOL-001;TN-STAND-001;TN-MOUSE-001
adweta.parsa189@example.com,1148.73,refunded,2026-03-18,TN-COOL-001
dev.nori282@example.com,3867.3,pending,2026-03-18,TN-MOUSE-001;TN-STAND-001
aishani.apte400@example.com,1799.1,paid,2026-03-18,TN-CAM-001
ishanvi.nagar113@example.com,1435.59,paid,2026-03-18,TN-MOUSE-001
abha.ravi214@example.com,21562.15,cancelled,2026-03-18,TN-COOL-001;TN-CTRL-001;TN-MON-001
bina.sankaran388@example.com,9998.0,failed,2026-03-19,TN-SSD-001
chandran.datta211@example.com,3998.0,paid,2026-03-19,TN-CAM-001
vasudha.murty344@example.com,3638.37,paid,2026-03-19,PROMO-GIFTSET-01
baljiwan.chadha3@example.com,22397.0,paid,2026-03-19,TN-MON-001;TN-CTRL-001;TN-MAT-001
dayamai.kamdar152@example.com,1295.34,paid,2026-03-19,TN-COOL-001
yauvani.patla389@example.com,1999.0,failed,2026-03-19,TN-CAM-001
falan.chana188@example.com,7597.0,refunded,2026-03-19,TN-HUB-001;TN-HEADSET-001
amara.mitra467@example.com,2898.0,cancelled,2026-03-19,TN-MAT-001;TN-CAM-001
mekhala.bawa7@example.com,1225.2,paid,2026-03-20,TN-STAND-001
adweta.nadig284@example.com,8922.45,paid,2026-03-20,TN-CTRL-001;TN-SSD-001;TN-HEADSET-001
falan.chana188@example.com,1297.32,cancelled,2026-03-21,TN-COOL-001
daksha.kaul160@example.com,3499.0,paid,2026-03-21,TN-KB-001
vrishti.shroff357@example.com,3499.0,paid,2026-03-21,TN-KB-001
benjamin.barad351@example.com,3143.3,paid,2026-03-21,TN-CTRL-001;TN-COOL-001
eiravati.pradhan374@example.com,3499.0,pending,2026-03-21,TN-KB-001
janaki.din59@example.com,2499.0,paid,2026-03-21,TN-CTRL-001
henry.puri167@example.com,20998.0,paid,2026-03-21,TN-MON-001;TN-CAM-001
aarav.anne244@example.com,4398.0,paid,2026-03-22,TN-KB-001;TN-MAT-001
leena.ratta230@example.com,1599.0,paid,2026-03-22,TN-HUB-001
udarsh.dubey236@example.com,3133.1,pending,2026-03-22,TN-CAM-001;TN-STAND-001
aishani.apte400@example.com,2374.05,failed,2026-03-22,TN-CTRL-001
ishita34@example.com,2499.0,paid,2026-03-22,TN-CTRL-001
zashil91@example.net,3387.53,paid,2026-03-22,PROMO-GIFTSET-01
chatura.thaman365@example.com,4999.0,paid,2026-03-22,TN-SSD-001
sanya.cherian139@example.com,2898.0,paid,2026-03-22,TN-STAND-001;TN-HUB-001
pratyush.madan120@example.com,11872.15,paid,2026-03-22,TN-SSD-001;TN-CTRL-001
advik.hegde406@example.com,2999.0,paid,2026-03-22,TN-HEADSET-001
eshana.tiwari99@example.com,6498.0,paid,2026-03-22,TN-SSD-001;TN-MOUSE-001
onveer.bhavsar341@example.com,4749.05,paid,2026-03-23,TN-SSD-001
baghyawati.guha307@example.com,2123.3,paid,2026-03-23,TN-MAT-001;TN-HUB-001
charles.chaudry48@example.com,42196.0,cancelled,2026-03-23,TN-MON-001;TN-COOL-001;TN-HEADSET-001
vihaan.date465@example.com,23796.0,refunded,2026-03-23,TN-COOL-001;TN-MON-001;TN-LIGHT-001
jalsa.sangha202@example.com,1618.2,pending,2026-03-23,TN-MAT-001
chakradhar.deol8@example.com,2699.1,paid,2026-03-23,TN-HEADSET-001
elijah.raman234@example.com,1599.0,failed,2026-03-23,TN-HUB-001
warda.palan451@example.com,4998.0,paid,2026-03-23,TN-CTRL-001
yoshita.soman138@example.com,3753.77,paid,2026-03-24,OLD-BUNDLE-2024
adweta.parsa189@example.com,1799.0,paid,2026-03-24,TN-LIGHT-001
ojasvi.parmer35@example.com,1279.21,paid,2026-03-24,TN-STAND-001
onkar.sarin447@example.com,6648.1,refunded,2026-03-24,TN-CAM-001;TN-SSD-001
frado.joshi298@example.com,4749.05,pending,2026-03-24,TN-SSD-001
damyanti.sahni329@example.com,7556.4,paid,2026-03-24,TN-KB-001;TN-LIGHT-001;TN-STAND-001
vanya.yohannan410@example.com,940.62,paid,2026-03-24,TN-MAT-001
yashica.kota101@example.com,1540.68,paid,2026-03-24,TN-MOUSE-001
harinakshi.sahni129@example.com,5037.3,paid,2026-03-25,TN-STAND-001;TN-LIGHT-001;TN-CTRL-001
urmi.lad67@example.com,4999.0,paid,2026-03-25,TN-SSD-001
yauvani.patla389@example.com,4652.15,paid,2026-03-25,TN-LIGHT-001;TN-STAND-001
gavin.gade327@example.com,3499.0,pending,2026-03-25,TN-KB-001
zayan.sani288@example.com,5098.3,paid,2026-03-26,TN-KB-001;TN-CTRL-001
viraj.barad239@example.com,1799.0,paid,2026-03-26,TN-LIGHT-001
ucchal.shukla182@example.com,4797.0,cancelled,2026-03-26,TN-LIGHT-001;TN-MOUSE-001
devika.mody133@example.com,3607.15,paid,2026-03-27,TN-MAT-001;TN-CAM-001
michael36@example.net,3898.0,failed,2026-03-27,TN-HEADSET-001;TN-MAT-001
rohan.rajagopalan472@example.com,2499.0,paid,2026-03-27,TN-CTRL-001
reyansh.kohli220@example.com,1599.0,paid,2026-03-27,TN-HUB-001
sarthak.rai273@example.com,2798.0,paid,2026-03-27,TN-STAND-001;TN-MOUSE-001
imaran.edwin131@example.com,5217.3,paid,2026-03-28,TN-CAM-001;TN-STAND-001;TN-CTRL-001
alka13@example.com,3098.0,paid,2026-03-28,TN-HUB-001;TN-MOUSE-001
nathan.aggarwal193@example.com,5497.0,paid,2026-03-28,TN-LIGHT-001;TN-COOL-001;TN-CTRL-001
yashica.kota101@example.com,1593.47,paid,2026-03-28,TN-MOUSE-001
harinakshi.sahni129@example.com,1274.11,paid,2026-03-28,TN-COOL-001
zehaan.devan108@example.com,1565.55,cancelled,2026-03-28,TN-MOUSE-001
saksham.mani448@example.com,1562.6,paid,2026-03-28,TN-MOUSE-001
chandran.datta211@example.com,5577.3,cancelled,2026-03-28,TN-KB-001;TN-MOUSE-001;TN-COOL-001
ronith.raman332@example.com,36547.45,paid,2026-03-29,TN-SSD-001;TN-MON-001
naksh.sampath334@example.com,5412.15,paid,2026-03-29,TN-MOUSE-001;TN-COOL-001;TN-HEADSET-001
aarav.anne244@example.com,976.54,cancelled,2026-03-29,TN-MAT-001
charles.chaudry48@example.com,1599.0,paid,2026-03-29,TN-HUB-001
rohan.rajagopalan472@example.com,23697.0,cancelled,2026-03-29,TN-MON-001;TN-KB-001;TN-COOL-001
lipika.iyengar74@example.com,20998.0,paid,2026-03-30,TN-CAM-001;TN-MON-001
yuvraj.gandhi402@example.com,4672.45,paid,2026-03-30,TN-CTRL-001;TN-COOL-001;TN-LIGHT-001
guneet.tripathi97@example.com,18999.0,paid,2026-03-30,TN-MON-001
karan.bail81@example.com,6097.0,cancelled,2026-03-30,TN-HEADSET-001;TN-HUB-001;TN-MOUSE-001
damyanti.sahni329@example.com,4162.45,paid,2026-03-30,TN-STAND-001;TN-LIGHT-001
daksh.dhingra261@example.com,20422.15,paid,2026-03-30,TN-COOL-001;TN-MON-001;TN-STAND-001
vidhi.gaba110@example.com,1512.08,paid,2026-03-30,TN-MOUSE-001
zayyan.palan52@example.com,3998.0,paid,2026-03-31,TN-CAM-001
